Corr,Lag,Amp,Decay_Var,BW1,BW2,BW3,E12,E23,E13,Label
0.9351537686363462,0.6440677966101694,0.22204145997502844,0.40897604664124065,0.068965517241379,0.068965517241379,0.068965517241379,0.2782634710851941,0.4013744091484708,0.27129071615492767,0
1.0,0.0,0.0,0.6869141449149229,0.0,0.0,0.0,0.23307577287889725,0.4348841505645604,0.27180688603959374,0
0.9478119185517802,0.6440677966101694,0.04566292704207986,1.0,0.068965517241379,0.068965517241379,0.068965517241379,0.2670422774183372,0.4103414587341301,0.271898003740832,0
0.8388773962950347,0.35593220338983045,0.05367212552268419,0.9124531632198788,0.2068965517241379,0.2068965517241379,0.2068965517241379,0.3222919853002306,0.39279544773944486,0.284039836390725,0
0.8724856167817499,0.6440677966101694,0.3230395374253241,0.8379203301847424,0.2413793103448274,0.2413793103448274,0.2413793103448274,0.28539415689258485,0.3739696502492278,0.25822076023426604,0
0.8042482285093038,0.6440677966101694,0.167529555356432,0.7765400623045866,0.3103448275862073,0.3103448275862073,0.3103448275862073,0.2916387827590461,0.36090854069455314,0.2530505249617396,0
0.7555346539764374,0.6440677966101694,0.41769869943449356,0.7071544676643756,0.3103448275862073,0.3103448275862073,0.3103448275862073,0.3676513881791186,0.4039845472365007,0.3091664383591794,0
0.7677932055690757,0.6440677966101694,0.4683561281145985,0.7174156545938009,0.2068965517241379,0.2068965517241379,0.2068965517241379,0.2777585800871576,0.31659971204639126,0.22194964494903496,0
0.7602355946923072,0.4576271186440677,0.4825766771203692,0.8276915514641967,0.3793103448275863,0.3793103448275863,0.3793103448275863,0.34129596389155337,0.3759237592535274,0.2815031986051653,0
0.790051180989912,0.4576271186440677,0.20438632562695935,0.5429921827617646,0.3793103448275863,0.3793103448275863,0.3793103448275863,0.302864651183673,0.3309486415864038,0.23978234292266337,0
0.7728468557497621,0.4576271186440677,0.2990886849108685,0.3590451045366071,0.4137931034482758,0.4137931034482758,0.4137931034482758,0.3092605928409602,0.34494018414644634,0.2504837664876716,0
0.7906687661977339,0.4576271186440677,0.212209161315017,0.7381190242290294,0.3793103448275863,0.3793103448275863,0.3793103448275863,0.30849916198582283,0.36134837835740985,0.2598931925534876,0
0.7908779218798005,0.4576271186440677,0.2035334813019214,0.4371782879124125,0.3793103448275863,0.3793103448275863,0.3793103448275863,0.3176813966440688,0.3480615317628657,0.25557681484837463,0
0.7759827173619507,0.4576271186440677,0.233758161918026,0.5986115081291148,0.3793103448275863,0.3793103448275863,0.3793103448275863,0.3151269230911524,0.34748044818253176,0.2542469220874773,0
0.7610031094043634,0.6440677966101694,0.2546934141731061,0.643590196250989,0.3103448275862073,0.3103448275862073,0.3103448275862073,0.363417111788513,0.3944911181774118,0.30163236021129897,0
0.7797929416878673,0.4576271186440677,0.7566928482940694,0.3146595683572394,0.3793103448275863,0.3793103448275863,0.3793103448275863,0.31926214229805217,0.3390478662896368,0.25081963386869016,0
0.7609464387283742,0.4576271186440677,0.21950806331270045,0.4643711435074991,0.4137931034482758,0.4137931034482758,0.4137931034482758,0.3476010580383202,0.3641504524381429,0.27686431298789876,0
0.7689842513584817,0.4576271186440677,0.3510639163210012,0.44892008414844875,0.4137931034482758,0.4137931034482758,0.4137931034482758,0.37089619519860917,0.41004894579647155,0.31421609504013576,0
0.7805282733631942,0.4576271186440677,0.4288885202474402,0.5532018961632432,0.3793103448275863,0.3793103448275863,0.3793103448275863,0.33373191038575767,0.3299315726015625,0.2508707844818085,0
0.796148020455095,0.4576271186440677,0.2716872223129605,0.6344054890691766,0.3448275862068959,0.3448275862068959,0.3448275862068959,0.35312271046962573,0.37651691888132843,0.2865488719392279,0
0.8042099140942813,0.4576271186440677,0.2323457336239516,0.5052128757297737,0.3793103448275863,0.3793103448275863,0.3793103448275863,0.33194133264733816,0.3652422812454694,0.27138649948669596,0
0.783831568162173,0.4576271186440677,0.35114666564791697,0.45793920539808314,0.3448275862068959,0.3448275862068959,0.3448275862068959,0.3488125208344599,0.36501786149887594,0.27786497001007454,0
0.7949329177268325,0.6440677966101694,0.7634668539138705,0.28320037170709567,0.2758620689655178,0.2758620689655178,0.2758620689655178,0.32749324510506117,0.36565433203190456,0.2698891772570338,0
0.7936331029363748,0.4576271186440677,0.21634780422590416,0.39164303854775845,0.4137931034482758,0.4137931034482758,0.4137931034482758,0.33357081143297407,0.3798794497129745,0.2808197464483227,0
0.7948758906210522,0.4576271186440677,0.2564867349099984,0.5747613003665105,0.4137931034482758,0.4137931034482758,0.4137931034482758,0.3169482869723368,0.3519130696170354,0.2575839409092347,0
0.7918136214893825,0.4576271186440677,0.20774519120633506,0.3346419289762894,0.3793103448275863,0.3793103448275863,0.3793103448275863,0.3676223573767534,0.3918290333570027,0.30169394030723223,0
0.7984987351827355,0.4576271186440677,0.30171956617977336,0.7332014280787937,0.3793103448275863,0.3793103448275863,0.3793103448275863,0.32617528130265305,0.3645642527464441,0.26872035999479055,0
0.7778531653668312,0.4576271186440677,0.8178531374687508,0.42855106800227105,0.4482758620689662,0.4482758620689662,0.4482758620689662,0.3348681237228277,0.3661172847451597,0.2730601487664213,0
0.8016218449419963,0.4576271186440677,0.8382580850798833,0.6134940615109498,0.4137931034482758,0.4137931034482758,0.4137931034482758,0.3129504833971546,0.35445063751579653,0.25754154210228647,0
0.7654717186471509,0.4576271186440677,0.5859244976756568,0.5906223784201866,0.3793103448275863,0.3793103448275863,0.3793103448275863,0.3559809634785829,0.3773928833157427,0.28821550828520687,0
0.8665756123716042,0.4576271186440677,0.1134574733758591,0.407349632326063,0.3448275862068959,0.3448275862068959,0.3448275862068959,0.0271396170857372,0.14246420738144783,0.0439842353431667,10
0.8128162790632811,0.4576271186440677,0.21388721327571503,0.7019329877870855,0.4137931034482758,0.4137931034482758,0.4137931034482758,0.04691483084508752,0.13652327379772078,0.047140626198528934,10
0.784777596423643,0.4576271186440677,0.4347839558544542,0.5032721636018588,0.4137931034482758,0.4137931034482758,0.4137931034482758,0.042382164525301746,0.10766163150822006,0.031611570370257136,10
0.8373064196400359,0.4576271186440677,0.09061757213471289,0.5911347444867495,0.4137931034482758,0.4137931034482758,0.4137931034482758,0.03128932471476009,0.1473084276441209,0.04761365208830498,10
0.7685320922383361,0.4576271186440677,0.5076581063791616,0.536039547116855,0.4137931034482758,0.4137931034482758,0.4137931034482758,0.0476819138851754,0.10918052638844855,0.03391800541983053,10
0.7895249906027622,0.4576271186440677,0.4916451479950559,0.43649641352896834,0.4482758620689662,0.4482758620689662,0.4482758620689662,0.03623465739447873,0.10902150824004597,0.030466632057058185,10
