Corr,Lag,Amp,Decay_Var,BW1,BW2,BW3,E12,E23,E13,Label
0.5666484293932316,0.38888888888888884,0.11899001983642846,0.6744425346695123,0.0,0.0,0.4166666666666665,0.18085337272699276,0.15812484659753295,0.135848347639598,0
0.5439262162346118,0.38888888888888884,0.14724912130251352,0.628622985904083,0.0,0.0,0.4166666666666665,0.20280313947104905,0.13258646109538372,0.12825307960642585,0
0.5140605467275834,0.38888888888888884,0.22559843345443562,0.6241450858736539,0.04545454545454586,0.04545454545454586,0.4444444444444442,0.20955706485655562,0.12894146723539268,0.12871763815160625,0
0.44442848279693314,0.38888888888888884,0.19628716231546425,0.5654031375980149,0.06818181818181879,0.06818181818181879,0.4583333333333335,0.2167033003126283,0.13342936701711788,0.1361746286745303,0
0.45927926939874464,0.38888888888888884,0.22319290940589,0.8037636456174783,0.11363636363636376,0.11363636363636376,0.48611111111111094,0.22475013922466575,0.12838850766402482,0.13592858790175016,0
0.45159330356294347,0.3784722222222222,0.305570176706045,0.6465491639362767,0.18181818181818254,0.18181818181818254,0.5277777777777779,0.22064938774714343,0.1354828338286961,0.14001001739089622,0
0.393390536379968,0.35763888888888884,0.39082642689677993,0.7567401712294601,0.27272727272727293,0.27272727272727293,0.583333333333333,0.22985685966010955,0.1587216287897137,0.165684786269778,0
0.3260643125912596,0.3680555555555555,0.4559805414896082,0.6798092876864581,0.31818181818181834,0.31818181818181834,0.6111111111111112,0.2512584051779206,0.1819198023197257,0.20086010733181484,0
0.2704211892388936,0.4409722222222222,0.5486500932124436,0.6363078490468591,0.4772727272727275,0.4772727272727275,0.7083333333333335,0.24967505215554636,0.23198422073056432,0.24775609284540326,0
0.23072851527960325,0.4305555555555555,0.8421721874029442,0.5215330432829519,0.5681818181818183,0.5681818181818183,0.7638888888888888,0.2485053747417577,0.3577159632566728,0.36677456999277425,0
0.2552374413373805,0.4305555555555555,0.7556613636293218,0.6562985342341426,0.6818181818181817,0.6818181818181817,0.833333333333333,0.23656023551333172,0.5055017907776002,0.4876847130659446,0
0.19770330934176883,0.4305555555555555,0.8994281916984719,0.5754363248970885,0.6818181818181817,0.6818181818181817,0.833333333333333,0.2361548655493616,0.6483876444769678,0.6178393387992495,0
0.20590300126249422,0.4305555555555555,0.6907252429225601,0.568050414951352,0.704545454545455,0.704545454545455,0.8472222222222223,0.24229117799936012,0.522355422583577,0.5130960342450296,0
0.23810217494506286,0.4305555555555555,0.6532036560009787,0.4637504697782719,0.7500000000000004,0.7500000000000004,0.875,0.2256982878277577,0.8333470782280558,0.7588607190522665,0
0.23409346375856216,0.4305555555555555,0.8706077402893861,0.5935253946274446,0.7727272727272729,0.7727272727272729,0.8888888888888888,0.22482038505240187,0.9241953503750537,0.8364474771104459,0
0.3478503734892715,0.4305555555555555,0.9484071701295758,0.5685346058838395,0.7500000000000004,0.7500000000000004,0.875,0.21061576727502396,0.972833975056531,0.8345601933397079,0
0.31539179537936723,0.4305555555555555,0.6785838282613984,0.5120559834106887,0.7727272727272729,0.7727272727272729,0.8888888888888888,0.21857863209185563,0.6821695668633772,0.6094462494845716,0
0.2646129833388181,0.4305555555555555,0.7086792726410809,0.4700569480185185,0.7500000000000004,0.7500000000000004,0.875,0.2314434719842154,0.6152922473846016,0.5779787032559535,0
0.2403949072053123,0.4583333333333333,0.7964362979976106,0.43558154701647855,0.7272727272727275,0.7272727272727275,0.8611111111111112,0.23266729720865414,0.5621100319079239,0.5323433696266776,0
0.23161373676667402,0.4305555555555555,0.6856299466292556,0.511237651972691,0.6590909090909092,0.6590909090909092,0.8194444444444442,0.23394808383829296,0.5597360997696504,0.5325706478106372,0
0.23378210929062082,0.4583333333333333,0.6743197648767536,0.4427228154586825,0.7500000000000004,0.7500000000000004,0.875,0.2364764365041654,0.5468818804760573,0.5254760424593741,0
0.22656926172935044,0.4305555555555555,0.6745705406094926,0.5842715051800123,0.7727272727272729,0.7727272727272729,0.8888888888888888,0.23726449900725682,0.5278431994954729,0.5094063454227136,0
0.18367559948564016,0.39236111111111105,0.6711454912152502,0.5213866377840313,0.7500000000000004,0.7500000000000004,0.875,0.2369841592045377,0.6222990951794866,0.5956507948877051,0
0.19877959931044903,0.4583333333333333,1.0,0.5320289942285222,0.7272727272727275,0.7272727272727275,0.8611111111111112,0.2396670470366008,0.5582659725874829,0.5418137743605187,0
0.187414094498479,0.4583333333333333,0.6979862682942355,0.5675381130168948,0.7727272727272729,0.7727272727272729,0.8888888888888888,0.23710063391759884,0.56737624927559,0.5454353780311512,0
0.1955360737546511,0.39236111111111105,0.7957139824497859,0.4437915100546025,0.7727272727272729,0.7727272727272729,0.8888888888888888,0.23747633434789084,0.5900516187336257,0.5669981780476504,0
0.19127113666793033,0.39236111111111105,0.6704497731281194,0.5797877105268539,0.7272727272727275,0.7272727272727275,0.8611111111111112,0.24047325940659636,0.5423735061624675,0.5285380209294179,0
0.17153967499654077,0.4305555555555555,0.8784603799325765,0.48206999188278,0.6818181818181817,0.6818181818181817,0.833333333333333,0.23855100470908663,0.5595903826462484,0.540971942655248,0
0.1614957444234718,0.39236111111111105,0.7422518241754419,0.5261435235583893,0.7500000000000004,0.7500000000000004,0.875,0.24310846291711669,0.5746336564804864,0.5635234519736851,0
0.14827204392120152,0.42013888888888884,0.6787570646333477,0.5186646363803316,0.7500000000000004,0.7500000000000004,0.875,0.24477805233649408,0.5421251760848153,0.5360530498342584,0
